classname,parent,declared_model,resolved_model,source_file
Balaclava3Holes_Black,Balaclava3Holes_ColorBase,,\DZ\characters\masks\Balaclava_3holes_g.p3d,P:\DZ\characters\masks\config.cpp
Balaclava3Holes_Blue,Balaclava3Holes_ColorBase,,\DZ\characters\masks\Balaclava_3holes_g.p3d,P:\DZ\characters\masks\config.cpp
Balaclava3Holes_ColorBase,Clothing,\DZ\characters\masks\Balaclava_3holes_g.p3d,\DZ\characters\masks\Balaclava_3holes_g.p3d,P:\DZ\characters\masks\config.cpp
Balaclava3Holes_Green,Balaclava3Holes_ColorBase,,\DZ\characters\masks\Balaclava_3holes_g.p3d,P:\DZ\characters\masks\config.cpp
Balaclava3Holes_White,Balaclava3Holes_ColorBase,,\DZ\characters\masks\Balaclava_3holes_g.p3d,P:\DZ\characters\masks\config.cpp
BalaclavaMask_BDU,BalaclavaMask_ColorBase,,\DZ\characters\masks\Balaclava_g.p3d,P:\DZ\characters\masks\config.cpp
BalaclavaMask_Beige,BalaclavaMask_ColorBase,,\DZ\characters\masks\Balaclava_g.p3d,P:\DZ\characters\masks\config.cpp
BalaclavaMask_Black,BalaclavaMask_ColorBase,,\DZ\characters\masks\Balaclava_g.p3d,P:\DZ\characters\masks\config.cpp
BalaclavaMask_Blackskull,BalaclavaMask_ColorBase,,\DZ\characters\masks\Balaclava_g.p3d,P:\DZ\characters\masks\config.cpp
BalaclavaMask_Blue,BalaclavaMask_ColorBase,,\DZ\characters\masks\Balaclava_g.p3d,P:\DZ\characters\masks\config.cpp
BalaclavaMask_Chain,BalaclavaMask_ColorBase,,\DZ\characters\masks\Balaclava_g.p3d,P:\DZ\characters\masks\config.cpp
BalaclavaMask_ColorBase,Clothing,\DZ\characters\masks\Balaclava_g.p3d,\DZ\characters\masks\Balaclava_g.p3d,P:\DZ\characters\masks\config.cpp
BalaclavaMask_Green,BalaclavaMask_ColorBase,,\DZ\characters\masks\Balaclava_g.p3d,P:\DZ\characters\masks\config.cpp
BalaclavaMask_Pig,BalaclavaMask_ColorBase,,\DZ\characters\masks\Balaclava_g.p3d,P:\DZ\characters\masks\config.cpp
BalaclavaMask_Pink,BalaclavaMask_ColorBase,,\DZ\characters\masks\Balaclava_g.p3d,P:\DZ\characters\masks\config.cpp
BalaclavaMask_White,BalaclavaMask_ColorBase,,\DZ\characters\masks\Balaclava_g.p3d,P:\DZ\characters\masks\config.cpp
Ballerinas_Blue,Ballerinas_ColorBase,,\DZ\characters\shoes\Ballerinas_ground.p3d,P:\DZ\characters\shoes\config.cpp
Ballerinas_ColorBase,Clothing,\DZ\characters\shoes\Ballerinas_ground.p3d,\DZ\characters\shoes\Ballerinas_ground.p3d,P:\DZ\characters\shoes\config.cpp
Ballerinas_Red,Ballerinas_ColorBase,,\DZ\characters\shoes\Ballerinas_ground.p3d,P:\DZ\characters\shoes\config.cpp
Ballerinas_White,Ballerinas_ColorBase,,\DZ\characters\shoes\Ballerinas_ground.p3d,P:\DZ\characters\shoes\config.cpp
Ballerinas_Yellow,Ballerinas_ColorBase,,\DZ\characters\shoes\Ballerinas_ground.p3d,P:\DZ\characters\shoes\config.cpp
BallisticHelmet_BDU,BallisticHelmet_ColorBase,\DZ\characters\headgear\pasgt_g.p3d,\DZ\characters\headgear\pasgt_g.p3d,P:\DZ\characters\headgear\config.cpp
BallisticHelmet_Black,BallisticHelmet_ColorBase,,\DZ\characters\headgear\HelmetMich_g.p3d,P:\DZ\characters\headgear\config.cpp
BallisticHelmet_ColorBase,Clothing,\DZ\characters\headgear\HelmetMich_g.p3d,\DZ\characters\headgear\HelmetMich_g.p3d,P:\DZ\characters\headgear\config.cpp
BallisticHelmet_Desert,BallisticHelmet_ColorBase,\DZ\characters\headgear\pasgt_g.p3d,\DZ\characters\headgear\pasgt_g.p3d,P:\DZ\characters\headgear\config.cpp
BallisticHelmet_Green,BallisticHelmet_ColorBase,,\DZ\characters\headgear\HelmetMich_g.p3d,P:\DZ\characters\headgear\config.cpp
BallisticHelmet_Navy,BallisticHelmet_ColorBase,\DZ\characters\headgear\pasgt_g.p3d,\DZ\characters\headgear\pasgt_g.p3d,P:\DZ\characters\headgear\config.cpp
BallisticHelmet_UN,BallisticHelmet_ColorBase,,\DZ\characters\headgear\HelmetMich_g.p3d,P:\DZ\characters\headgear\config.cpp
BallisticHelmet_Winter,BallisticHelmet_ColorBase,\DZ\characters\headgear\pasgt_g.p3d,\DZ\characters\headgear\pasgt_g.p3d,P:\DZ\characters\headgear\config.cpp
BallisticHelmet_Woodland,BallisticHelmet_ColorBase,\DZ\characters\headgear\pasgt_g.p3d,\DZ\characters\headgear\pasgt_g.p3d,P:\DZ\characters\headgear\config.cpp
BandageDressing,Inventory_Base,\dz\gear\medical\Bandage_dressing.p3d,\dz\gear\medical\Bandage_dressing.p3d,P:\DZ\gear\medical\config.cpp
Bandana_BlackPattern,Bandana_ColorBase,,\DZ\characters\headgear\BandanaHybrid_g.p3d,P:\DZ\characters\headgear\config.cpp
Bandana_Blue,Bandana_ColorBase,,\DZ\characters\headgear\BandanaHybrid_g.p3d,P:\DZ\characters\headgear\config.cpp
Bandana_CamoPattern,Bandana_ColorBase,,\DZ\characters\headgear\BandanaHybrid_g.p3d,P:\DZ\characters\headgear\config.cpp
Bandana_ColorBase,Clothing,\DZ\characters\headgear\BandanaHybrid_g.p3d,\DZ\characters\headgear\BandanaHybrid_g.p3d,P:\DZ\characters\headgear\config.cpp
Bandana_Greenpattern,Bandana_ColorBase,,\DZ\characters\headgear\BandanaHybrid_g.p3d,P:\DZ\characters\headgear\config.cpp
Bandana_Pink,Bandana_ColorBase,,\DZ\characters\headgear\BandanaHybrid_g.p3d,P:\DZ\characters\headgear\config.cpp
Bandana_PolkaPattern,Bandana_ColorBase,,\DZ\characters\headgear\BandanaHybrid_g.p3d,P:\DZ\characters\headgear\config.cpp
Bandana_RedPattern,Bandana_ColorBase,,\DZ\characters\headgear\BandanaHybrid_g.p3d,P:\DZ\characters\headgear\config.cpp
Bandana_Yellow,Bandana_ColorBase,,\DZ\characters\headgear\BandanaHybrid_g.p3d,P:\DZ\characters\headgear\config.cpp
BarbedBaseballBat,Inventory_Base,\dz\weapons\melee\blunt\Baseballbat_barbed.p3d,\dz\weapons\melee\blunt\Baseballbat_barbed.p3d,P:\DZ\weapons\melee\blunt\config.cpp
BarbedWire,Inventory_Base,\dz\gear\camping\Barbed_wire.p3d,\dz\gear\camping\Barbed_wire.p3d,P:\DZ\gear\camping\config.cpp
BarbedWireLocked,Inventory_Base,\dz\gear\camping\Barbed_wire_tied.p3d,\dz\gear\camping\Barbed_wire_tied.p3d,P:\DZ\gear\camping\config.cpp
Barrel_Blue,Barrel_ColorBase,,\dz\gear\containers\55galDrum.p3d,P:\DZ\gear\containers\config.cpp
Barrel_ColorBase,Container_Base,\dz\gear\containers\55galDrum.p3d,\dz\gear\containers\55galDrum.p3d,P:\DZ\gear\containers\config.cpp
Barrel_Green,Barrel_ColorBase,,\dz\gear\containers\55galDrum.p3d,P:\DZ\gear\containers\config.cpp
Barrel_Red,Barrel_ColorBase,,\dz\gear\containers\55galDrum.p3d,P:\DZ\gear\containers\config.cpp
Barrel_Yellow,Barrel_ColorBase,,\dz\gear\containers\55galDrum.p3d,P:\DZ\gear\containers\config.cpp
BarrelHoles_Blue,BarrelHoles_ColorBase,,\dz\gear\cooking\barrel_holes.p3d,P:\DZ\gear\cooking\config.cpp
BarrelHoles_ColorBase,FireplaceBase,\dz\gear\cooking\barrel_holes.p3d,\dz\gear\cooking\barrel_holes.p3d,P:\DZ\gear\cooking\config.cpp
BarrelHoles_Green,BarrelHoles_ColorBase,,\dz\gear\cooking\barrel_holes.p3d,P:\DZ\gear\cooking\config.cpp
BarrelHoles_Red,BarrelHoles_ColorBase,,\dz\gear\cooking\barrel_holes.p3d,P:\DZ\gear\cooking\config.cpp
BarrelHoles_Yellow,BarrelHoles_ColorBase,,\dz\gear\cooking\barrel_holes.p3d,P:\DZ\gear\cooking\config.cpp
BaseballBat,Inventory_Base,\dz\weapons\melee\blunt\baseballbat.p3d,\dz\weapons\melee\blunt\baseballbat.p3d,P:\DZ\weapons\melee\blunt\config.cpp
BaseballCap_Beige,BaseballCap_ColorBase,,\DZ\characters\headgear\BaseballCap_ground.p3d,P:\DZ\characters\headgear\config.cpp
BaseballCap_Black,BaseballCap_ColorBase,,\DZ\characters\headgear\BaseballCap_ground.p3d,P:\DZ\characters\headgear\config.cpp
BaseballCap_Blue,BaseballCap_ColorBase,,\DZ\characters\headgear\BaseballCap_ground.p3d,P:\DZ\characters\headgear\config.cpp
BaseballCap_Camo,BaseballCap_ColorBase,,\DZ\characters\headgear\BaseballCap_ground.p3d,P:\DZ\characters\headgear\config.cpp
BaseballCap_CMMG_Black,BaseballCap_ColorBase,,\DZ\characters\headgear\BaseballCap_ground.p3d,P:\DZ\characters\headgear\config.cpp
BaseballCap_CMMG_Pink,BaseballCap_ColorBase,,\DZ\characters\headgear\BaseballCap_ground.p3d,P:\DZ\characters\headgear\config.cpp
BaseballCap_ColorBase,Clothing,\DZ\characters\headgear\BaseballCap_ground.p3d,\DZ\characters\headgear\BaseballCap_ground.p3d,P:\DZ\characters\headgear\config.cpp
BaseballCap_Olive,BaseballCap_ColorBase,,\DZ\characters\headgear\BaseballCap_ground.p3d,P:\DZ\characters\headgear\config.cpp
BaseballCap_Pink,BaseballCap_ColorBase,,\DZ\characters\headgear\BaseballCap_ground.p3d,P:\DZ\characters\headgear\config.cpp
BaseballCap_Red,BaseballCap_ColorBase,,\DZ\characters\headgear\BaseballCap_ground.p3d,P:\DZ\characters\headgear\config.cpp
BaseBuildingBase,Inventory_Base,,,P:\DZ\gear\camping\config.cpp
BaseRadio,Transmitter_Base,\dz\gear\radio\Base_radio_station_g.p3d,\dz\gear\radio\Base_radio_station_g.p3d,P:\DZ\gear\radio\config.cpp
BatteryCharger,Inventory_Base,\dz\gear\camping\battery_charger.p3d,\dz\gear\camping\battery_charger.p3d,P:\DZ\gear\camping\config.cpp
BDUJacket,Clothing,\DZ\characters\tops\M65_Jacket_g.p3d,\DZ\characters\tops\M65_Jacket_g.p3d,P:\DZ\characters\tops\config.cpp
BDUPants,Clothing,\DZ\characters\pants\bdu_pants_g.p3d,\DZ\characters\pants\bdu_pants_g.p3d,P:\DZ\characters\pants\config.cpp
BeanieHat_Beige,BeanieHat_ColorBase,,\DZ\characters\headgear\BeanieHat_ground.p3d,P:\DZ\characters\headgear\config.cpp
BeanieHat_Black,BeanieHat_ColorBase,,\DZ\characters\headgear\BeanieHat_ground.p3d,P:\DZ\characters\headgear\config.cpp
BeanieHat_Blue,BeanieHat_ColorBase,,\DZ\characters\headgear\BeanieHat_ground.p3d,P:\DZ\characters\headgear\config.cpp
BeanieHat_Brown,BeanieHat_ColorBase,,\DZ\characters\headgear\BeanieHat_ground.p3d,P:\DZ\characters\headgear\config.cpp
BeanieHat_ColorBase,Clothing,\DZ\characters\headgear\BeanieHat_ground.p3d,\DZ\characters\headgear\BeanieHat_ground.p3d,P:\DZ\characters\headgear\config.cpp
BeanieHat_Green,BeanieHat_ColorBase,,\DZ\characters\headgear\BeanieHat_ground.p3d,P:\DZ\characters\headgear\config.cpp
BeanieHat_Grey,BeanieHat_ColorBase,,\DZ\characters\headgear\BeanieHat_ground.p3d,P:\DZ\characters\headgear\config.cpp
BeanieHat_Pink,BeanieHat_ColorBase,,\DZ\characters\headgear\BeanieHat_ground.p3d,P:\DZ\characters\headgear\config.cpp
BeanieHat_Red,BeanieHat_ColorBase,,\DZ\characters\headgear\BeanieHat_ground.p3d,P:\DZ\characters\headgear\config.cpp
Bear_Beige,Bear_ColorBase,,\dz\gear\containers\teddybear.p3d,P:\DZ\gear\containers\config.cpp
Bear_ColorBase,Container_Base,\dz\gear\containers\teddybear.p3d,\dz\gear\containers\teddybear.p3d,P:\DZ\gear\containers\config.cpp
Bear_Dark,Bear_ColorBase,,\dz\gear\containers\teddybear.p3d,P:\DZ\gear\containers\config.cpp
Bear_Pink,Bear_ColorBase,,\dz\gear\containers\teddybear.p3d,P:\DZ\gear\containers\config.cpp
Bear_White,Bear_ColorBase,,\dz\gear\containers\teddybear.p3d,P:\DZ\gear\containers\config.cpp
BearTrap,Trap_Base,\DZ\gear\traps\beartrap.p3d,\DZ\gear\traps\beartrap.p3d,P:\DZ\gear\traps\config.cpp
Binoculars,ItemOptics,\dz\gear\optics\binoculars.p3d,\dz\gear\optics\binoculars.p3d,P:\DZ\gear\optics\config.cpp
BloodBagEmpty,Inventory_Base,\dz\gear\medical\BloodBag_Sealed.p3d,\dz\gear\medical\BloodBag_Sealed.p3d,P:\DZ\gear\medical\config.cpp
BloodBagFull,Inventory_Base,\dz\gear\medical\BloodBag_Full.p3d,\dz\gear\medical\BloodBag_Full.p3d,P:\DZ\gear\medical\config.cpp
BloodBagIV,Inventory_Base,\dz\gear\medical\BloodBag_Full_IV.p3d,\dz\gear\medical\BloodBag_Full_IV.p3d,P:\DZ\gear\medical\config.cpp
BloodSyringe,Inventory_Base,\dz\gear\medical\syringe_Full.p3d,\dz\gear\medical\syringe_Full.p3d,P:\DZ\gear\medical\config.cpp
BloodTestKit,Inventory_Base,\dz\gear\medical\BloodTest_Kit.p3d,\dz\gear\medical\BloodTest_Kit.p3d,P:\DZ\gear\medical\config.cpp
Blouse_Blue,Blouse_ColorBase,,\DZ\characters\tops\blouse_g.p3d,P:\DZ\characters\tops\config.cpp
Blouse_ColorBase,Clothing,\DZ\characters\tops\blouse_g.p3d,\DZ\characters\tops\blouse_g.p3d,P:\DZ\characters\tops\config.cpp
Blouse_Green,Blouse_ColorBase,,\DZ\characters\tops\blouse_g.p3d,P:\DZ\characters\tops\config.cpp
Blouse_Violet,Blouse_ColorBase,,\DZ\characters\tops\blouse_g.p3d,P:\DZ\characters\tops\config.cpp
Blouse_White,Blouse_ColorBase,,\DZ\characters\tops\blouse_g.p3d,P:\DZ\characters\tops\config.cpp
Blowtorch,Inventory_Base,\dz\gear\tools\Blowtorch.p3d,\dz\gear\tools\Blowtorch.p3d,P:\DZ\gear\tools\config.cpp
Boat_01_Black,Boat_01_ColorBase,,,P:\DZ\vehicles\water\config.cpp
Boat_01_Blue,Boat_01_ColorBase,,,P:\DZ\vehicles\water\config.cpp
Boat_01_Camo,Boat_01_ColorBase,,,P:\DZ\vehicles\water\config.cpp
Boat_01_ColorBase,BoatScript,,,P:\DZ\sounds\hpp\config.cpp
Boat_01_Orange,Boat_01_ColorBase,,,P:\DZ\vehicles\water\config.cpp
BoatScript,Boat,,,P:\DZ\vehicles\water\config.cpp
BomberJacket_Black,BomberJacket_ColorBase,,\DZ\characters\tops\BomberJacket_g.p3d,P:\DZ\characters\tops\config.cpp
BomberJacket_Blue,BomberJacket_ColorBase,,\DZ\characters\tops\BomberJacket_g.p3d,P:\DZ\characters\tops\config.cpp
BomberJacket_Brown,BomberJacket_ColorBase,,\DZ\characters\tops\BomberJacket_g.p3d,P:\DZ\characters\tops\config.cpp
BomberJacket_ColorBase,Clothing,\DZ\characters\tops\BomberJacket_g.p3d,\DZ\characters\tops\BomberJacket_g.p3d,P:\DZ\characters\tops\config.cpp
BomberJacket_Grey,BomberJacket_ColorBase,,\DZ\characters\tops\BomberJacket_g.p3d,P:\DZ\characters\tops\config.cpp
BomberJacket_Maroon,BomberJacket_ColorBase,,\DZ\characters\tops\BomberJacket_g.p3d,P:\DZ\characters\tops\config.cpp
BomberJacket_Olive,BomberJacket_ColorBase,,\DZ\characters\tops\BomberJacket_g.p3d,P:\DZ\characters\tops\config.cpp
BomberJacket_SkyBlue,BomberJacket_ColorBase,,\DZ\characters\tops\BomberJacket_g.p3d,P:\DZ\characters\tops\config.cpp
BoneKnife,Inventory_Base,\dz\gear\tools\Bone_Knife.p3d,\dz\gear\tools\Bone_Knife.p3d,P:\DZ\gear\tools\config.cpp
Bonfire,HouseNoDestruct,\DZ\gear\camping\bonfire.p3d,\DZ\gear\camping\bonfire.p3d,P:\DZ\gear\camping\config.cpp
Book20000LieuesSousLesMers,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
Book_Base,Inventory_Base,\DZ\gear\books\Book_kniga.p3d,\DZ\gear\books\Book_kniga.p3d,P:\DZ\data\config.cpp
BookADollsHouse,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookAfterLondon,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookAliceInWonderland,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookAndersen,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookAndersensFairyTales,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookAnnaKarenina,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookAPrincessOfMars,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookAroundTheWorldIn80Days,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookATexasMatchmaker,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookATravelerInTime,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookAVoyageToArcturus,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookBettyZane,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookBible,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookBilaNemoc,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookBlackBeauty,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookBlackJack,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookBuddenbrooks,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookCandide,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookCassidysRustlerRoundUp,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookCinqSemainesEnBallon,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookCrimeAndPunishment,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookDasNibelungenlied,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookDeadSouls,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookDeLaTerreLaLune,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookDeLorigineDesEspces,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookDesertGold,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookDonQuichotte,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookDonQuixote,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookDracula,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookErewhon,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookFatherGoriot,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookFaust,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookFaustErsterTeil,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookFlyingURanch,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookFrankenstein,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookGilgameshEpic,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookGreatExpectations,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookGulliversTravels,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookGunmansReckoning,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookHeartOfDarkness,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookHerland,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookHinduLiterature,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookHunger,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookIvanhoe,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookJapaneseLiterature,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookKidnapped,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookKingLear,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookKingSolomonsMines,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookLaChartreuseDeParme,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookLaComdieHumaine,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookLaDbcle,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookLenfer1Of2,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookLeRougeEtLeNoir,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookLesCorneilles,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookLesTroisMousquetaires,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookLleMystrieuse,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookLonesomeLand,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookLordJim,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookMadameBovary,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookMiddlemarch,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookMobyDick,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookMrchenFrKinder,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookNaturalSelection,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookNjalsSaga,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookNostromo,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookPhilosophiaeNaturalis,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookPrideAndPrejudice,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookRasselas,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookRobinsonCrusoe,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookRobinsonCrusoeAdventures,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookRomeoUndJulia,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookRonickyDoone,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookRussian,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookRussianCheatSheet,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookScaramouche,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookSelectedStories,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookShe,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookSkyrider,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookSonsAndLovers,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookSpinifexAndSand,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookSunsetPass,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheAeneid,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheArtOfWar,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheBarrier,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheBrothersKaramazov,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheCallOfCthulhu,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheCallOfTheWild,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheCanterburyTales,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheCaveOfGold,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheComingRace,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheCosmicComputer,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheCountryOfTheBlind,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheDayOfTheBeast,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheDecameron,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheDesertOfWheat,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
BookTheGiacomoLeopardi,ItemBook,,\DZ\gear\books\Book_kniga.p3d,P:\DZ\gear\books\config.cpp
