,id,objectName,inGameName,path,modelType,linked_p3d_current,expected_linked_p3d_class_candidates,expected_linked_p3d_id_candidates,linked_variant_count,searchTags
,dzobj_2obksxk7dd,StaticObj_Barn_CowshedC,-,dz/structures/industrial/farms,Config,,farm_watertower_small.p3d|farm_cowshedb.p3d|farm_watertower.p3d|farm_hopper.p3d|farm_strawstack.p3d,dzobj_4st9q3iavl|dzobj_fpp9dkyj8b|dzobj_gahgtdbuj6|dzobj_i1gky4f50o|dzobj_tps06wiux8,0,"agriculture, farm, wooden, small, cows, animal, broken, damaged"
,dzobj_girxtzl7fl,StaticObj_Barn_Hopper,-,dz/structures/industrial/farms,Config,,farm_watertower_small.p3d|farm_cowshedb.p3d|farm_watertower.p3d|farm_hopper.p3d|farm_strawstack.p3d,dzobj_4st9q3iavl|dzobj_fpp9dkyj8b|dzobj_gahgtdbuj6|dzobj_i1gky4f50o|dzobj_tps06wiux8,0,"agriculture, farm, grain, silo, animals, feed, metal, ladder, rusted"
,dzobj_0z1enpq6tr,StaticObj_Barn_WaterTower,-,dz/structures/industrial/farms,Config,,farm_watertower_small.p3d|farm_cowshedb.p3d|farm_watertower.p3d|farm_hopper.p3d|farm_strawstack.p3d,dzobj_4st9q3iavl|dzobj_fpp9dkyj8b|dzobj_gahgtdbuj6|dzobj_i1gky4f50o|dzobj_tps06wiux8,0,"agriculture, farm, water, tower, large, ball, wires, round"
,dzobj_1xufvyo9vc,StaticObj_Barn_WaterTower_Small,-,dz/structures/industrial/farms,Config,,farm_watertower_small.p3d|farm_cowshedb.p3d|farm_watertower.p3d|farm_hopper.p3d|farm_strawstack.p3d,dzobj_4st9q3iavl|dzobj_fpp9dkyj8b|dzobj_gahgtdbuj6|dzobj_i1gky4f50o|dzobj_tps06wiux8,0,"agriculture, farm, water, tower, metal, ladder, rusted"
,dzobj_1c26225l1s,Land_Water_Station,,dz/structures/industrial/houses,Config,,factory_lathes.p3d|guardhouse.p3d|workshop1.p3d|workshop4.p3d|workshop2.p3d|repair_center.p3d|workshop3.p3d|factory_small.p3d,dzobj_8rlpahncbr|dzobj_8y6cswceax|dzobj_bk3wt5ekmm|dzobj_dvi2ykf9kv|dzobj_fn6isbw8lj|dzobj_okdxfz9hrl|dzobj_x6b6ytafo3|dzobj_xwyigpmk19,0,"water, station, pumping, industrial, blue_door, small"
,dzobj_zwsxfah8xm,Land_Workshop5,,dz/structures/industrial/houses,Config,,factory_lathes.p3d|guardhouse.p3d|workshop1.p3d|workshop4.p3d|workshop2.p3d|repair_center.p3d|workshop3.p3d|factory_small.p3d,dzobj_8rlpahncbr|dzobj_8y6cswceax|dzobj_bk3wt5ekmm|dzobj_dvi2ykf9kv|dzobj_fn6isbw8lj|dzobj_okdxfz9hrl|dzobj_x6b6ytafo3|dzobj_xwyigpmk19,0,"workshop, industrial, L, l_shape, red, rusted"
,dzobj_ychnonwh7v,StaticObj_Mil_HBarrier_Big,-,dz/structures/military/improvised,Config,,mil_tent_big1_4.p3d|roadblock_cncblocks_long.p3d|mil_tent_big4.p3d|roadblock_cncblock.p3d|roadblock_cncblocks_short.p3d|mil_fortified_nest_small.p3d|mil_tent_big2_2.p3d|mil_tent_big1_2.p3d|mil_camonet_big_nato.p3d|mil_artilery_rampart.p3d|mil_tent_big2_3.p3d|roadblock_bags_endl.p3d|mil_tent_big2_4.p3d|hbarrier_6m.p3d|mil_artillery_nest.p3d|mil_camonet_big_east.p3d|roadblock_wood_small.p3d|mil_camonet_tent2.p3d|mil_camonet_roof_east.p3d|mil_tent_big1_5.p3d|roadblock_bags_endr.p3d|hbarrier_1m.p3d|mil_tent_big2_1.p3d|hbarrier_4m.p3d|mil_camonet_side_nato.p3d|mil_tent_big1_1.p3d|roadblock_woodencrate.p3d|roadblock_wood_long.p3d|mil_tent_big3.p3d|roadblock_bags_long.p3d|mil_fortified_nest_big.p3d|roadblock_table.p3d|mil_guardshed.p3d|mil_camonet_side_east.p3d|mil_fortified_nest_watchtower.p3d|hbarrier_round.p3d|roadblock_bags_curve.p3d|mil_tent_big2_5.p3d|mil_tent_big1_3.p3d|roadblock_pillbox.p3d,dzobj_033ys891bb|dzobj_07w5gzi7p5|dzobj_0pe395qofw|dzobj_1a2qkzafhm|dzobj_23o4sdps76|dzobj_3goxwnvche|dzobj_3jwa0vddd9|dzobj_4pj2b3o6gt|dzobj_60jextaq13|dzobj_61b4fdz1y2|dzobj_9x04fvqpgo|dzobj_a6gc7no3ft|dzobj_cy2kw1pwy9|dzobj_dg5ysy9vsf|dzobj_gfie1z0jpa|dzobj_gi3f4a8w6v|dzobj_gs9p5k5r81|dzobj_huskfzqc2z|dzobj_hwkyksjqq7|dzobj_iks4bvsqus|dzobj_ivtkkf4ylt|dzobj_j9gfj8why1|dzobj_jn8bzpd25f|dzobj_lrz1201ubi|dzobj_lxkn0z73wb|dzobj_ntk8thhi83|dzobj_ntu4o48n0v|dzobj_ocjjg1r9fi|dzobj_p6d3ihfksw|dzobj_qtseh1y927|dzobj_rmuwmh42e2|dzobj_svag50apgh|dzobj_txo1m1pmgt|dzobj_uw4uqtx6r0|dzobj_y7qxjjtmk1|dzobj_yn0cx7i9h8|dzobj_yzc2n7u29y|dzobj_z2dr9x2gbc|dzobj_z2ktplok28|dzobj_zzxhiyiba5,0,"military, barrier, wall, sandbag, defense, fortification, large, tall"
,dzobj_t0deu8985g,StaticObj_Misc_SupplyBox1_DE,-,dz/structures/military/misc,Config,,misc_supplybox3.p3d|misc_concreteblock2_stripes.p3d|misc_dragonteeth.p3d|misc_supplybox2.p3d|misc_range_single.p3d|misc_cover_small.p3d|misc_cover_big.p3d|misc_hedgehog_concrete.p3d|misc_hedgehog_iron.p3d|misc_bagfence_3m.p3d|misc_range_pistol.p3d|misc_bagfence_round.p3d|misc_obstacle_cross.p3d|misc_antenna.p3d|misc_range_roof.p3d|misc_obstacle_crawl.p3d|misc_bagfence_corner.p3d|misc_razorwire.p3d|misc_concreteblock1.p3d|misc_concreteblock1_end.p3d|misc_obstacle_bridge.p3d|misc_obstacle_pass.p3d|misc_barbedwire.p3d|misc_concreteblock2_damaged.p3d|misc_gunrack.p3d|misc_obstacle_runaround.p3d|misc_range_line_dispersions.p3d|misc_range_line.p3d|misc_dragonteeth_big.p3d|misc_obstacle_ramp.p3d|misc_flagpole.p3d|misc_concreteblock2.p3d,dzobj_091yj59bg8|dzobj_3t9a5u8w54|dzobj_40yt7d0if4|dzobj_4f8l61q0ka|dzobj_57pcjmgyoi|dzobj_5csmo3de0g|dzobj_69l2kki82i|dzobj_85layam7kv|dzobj_bygzdsdoqu|dzobj_ckdqml872l|dzobj_e3r79rn5hr|dzobj_f17sj3cbvx|dzobj_fo3glklzfb|dzobj_ft75gdjeo7|dzobj_gdnvtpocvk|dzobj_gyccw6g11d|dzobj_gz3sis10it|dzobj_htjyga1nk2|dzobj_i9nm3bmr80|dzobj_ikyfqx38ca|dzobj_jfwkrj3vde|dzobj_jtt0kamhgg|dzobj_ose74yc14n|dzobj_ox97bm97lp|dzobj_p2h8d5x6pb|dzobj_phtvjvkkrl|dzobj_su4zf307k5|dzobj_v1vcvbbcqf|dzobj_v3gk9jbumj|dzobj_v4494sxxlf|dzobj_vdwjnhfxtl|dzobj_w43ydz0g4h,0,"crate, military, storage, dynamic event"
,dzobj_zomc16nctg,Land_Tisy_KitchenRoom,,dz/structures/military/tisy,Config,,tisy_garages.p3d|tisy_garages2.p3d|tisy_hq.p3d|tisy_barracks.p3d,dzobj_ch2fxb05u4|dzobj_npzqv86xxd|dzobj_uiurplkcuj|dzobj_xnj9mnxuor,0,"tisy, military, kitchen, room, building, food, base, damaged, broken, old, chimney"
,dzobj_sgcpan6x98,Land_Tisy_RadarB_Base,,dz/structures/military/tisy,Config,,tisy_garages.p3d|tisy_garages2.p3d|tisy_hq.p3d|tisy_barracks.p3d,dzobj_ch2fxb05u4|dzobj_npzqv86xxd|dzobj_uiurplkcuj|dzobj_xnj9mnxuor,0,"tisy, military, radar, base, communication, surveillance, structure, satellite, dish, rusted, metal, damaged, old"
,dzobj_jghkw72i5x,Land_Village_Pub,,dz/structures/residential/houses,Config,,house_2w04.p3d|house_1w02.p3d|house_2w01.p3d|house_1w09.p3d|house_2w03.p3d|house_1w11.p3d|house_1w01.p3d|house_2b03.p3d|house_1w03.p3d|house_2b01.p3d|house_1w08.p3d|house_2b02.p3d|house_1w05.p3d|house_1b01_pub.p3d|house_1w06.p3d|house_2b04.p3d|house_1w07.p3d|house_2w02.p3d|house_1w10.p3d|house_1w04.p3d|house_1w12.p3d,dzobj_1ojrnl0nqt|dzobj_6ddrbqka4n|dzobj_6l147wzx1u|dzobj_9enzu26d6k|dzobj_9h8qq2dkw1|dzobj_9iwptczzp6|dzobj_9lzwa2g7sb|dzobj_aqvzm4ebcd|dzobj_dw2nakf06p|dzobj_gmpayl4kp9|dzobj_gz6v6rt2v2|dzobj_h0rgil9q8c|dzobj_hoaouljcso|dzobj_i6e8cr3l2f|dzobj_ml65uju8kp|dzobj_qa58hgvnot|dzobj_qmm9300izv|dzobj_u8uo8ydpas|dzobj_uzxso7xya2|dzobj_x7mi9wygx1|dzobj_xznqnl322c,0,"house, building, pub, tavern, bar, village, wood, hunting, lodge"
,dzobj_zltiubnbcn,Land_Village_HealthCare,,dz/structures/residential/medical,Config,,city_hospital.p3d,dzobj_b0k2mpw58q,0,"village, healthcare, clinic, medical, rural, building, blue, chernarus, hospital"
,dzobj_v1wzezod4y,StaticObj_Misc_Football_Line,-,dz/structures/residential/misc,Config,,misc_trafficlights.p3d|misc_bench1.p3d|misc_chair_camp1.p3d|misc_bench3.p3d|misc_football_line_hcircle.p3d|garbage_ground_6m_nolc.p3d|misc_chickencoop.p3d|garbage_groundsq_5m.p3d|garbage_pile2.p3d|garbage_container_paper.p3d|misc_woodtable_outdoor.p3d|lamp_city2.p3d|misc_crashbarrier.p3d|garbage_ground_6m.p3d|garbage_groundsq_5m_nolc.p3d|misc_woodblock.p3d|lamp_city3.p3d|misc_advertcolumn.p3d|misc_haystack.p3d|ladder.p3d|misc_tree_pavement3.p3d|misc_roadbarrier.p3d|misc_boundarystone_tube.p3d|misc_woodreserve.p3d|misc_toilet_dry.p3d|misc_postbox2.p3d|misc_bench4.p3d|misc_barricade.p3d|misc_woodpile2.p3d|garbage_pile3.p3d|misc_crashbarrier_nolc.p3d|misc_bench5.p3d|misc_woodpile1.p3d|misc_football_gate.p3d|misc_boundarystone_plastic.p3d|misc_boxwooden.p3d|lamp_city1.p3d|misc_bench2.p3d|garbage_container.p3d|misc_roadbarrier2.p3d|misc_windbreak.p3d|misc_seesaw.p3d|misc_carousel.p3d|ladder_half.p3d|misc_deerstand1.p3d|misc_tree_protector.p3d|misc_sunshade.p3d|misc_stadiumbenches.p3d|misc_fountain.p3d|garbage_pile6.p3d|misc_noticeboard2.p3d|misc_doghouse.p3d|misc_table.p3d|misc_trailroof_small.p3d|misc_tree_pavement2.p3d|misc_carousel_small.p3d|misc_well_pump_yellow.p3d|misc_trailroof_big.p3d|misc_chair_plastic.p3d|garbage_pile1.p3d|misc_chair_camp2.p3d|garbage_groundsq_3m_nolc.p3d|misc_boogieman.p3d|garbage_container_plastic.p3d|misc_football_line_corner.p3d|garbage_bin.p3d|misc_boundarystone.p3d|misc_noticeboard1.p3d|misc_well_pump_blue.p3d|misc_table_camp_small.p3d|garbage_pile5.p3d|misc_postbox1.p3d|misc_feedrack.p3d|garbage_groundsq_3m.p3d|misc_deerstand2.p3d|garbage_pile4.p3d|misc_feedshack.p3d|misc_sandbox.p3d|misc_table_camp.p3d|garbage_container_glass.p3d|misc_tree_pavement1.p3d,dzobj_140vm3qusx|dzobj_1lb6ap9oub|dzobj_2qbq4nmzp3|dzobj_302205nod9|dzobj_31aw9mmnqj|dzobj_37xixzg216|dzobj_390vmc66l8|dzobj_427t1raajw|dzobj_4c5ni0ormj|dzobj_5edrjdbub6|dzobj_5gcqtr8nvk|dzobj_61xb6wjogd|dzobj_64hu0n9fx2|dzobj_65axm51bmv|dzobj_6g2zqynehn|dzobj_7ao2t0s5ry|dzobj_7wwzc8wntw|dzobj_82x3xoyow6|dzobj_98turmzogz|dzobj_9qiknf0iwl|dzobj_ak9111kksp|dzobj_an9t931nik|dzobj_bztt9q21ks|dzobj_c6epc2zty5|dzobj_dfeq333vew|dzobj_e51un3mchh|dzobj_eqtxe1q3uq|dzobj_ey2andneba|dzobj_flic5llugt|dzobj_fs4nrxenrv|dzobj_fx9z2ao8xr|dzobj_gmv69a6h2l|dzobj_go1q72spdp|dzobj_gsuz0bdl66|dzobj_gy2igksh4k|dzobj_hhr1py21tl|dzobj_hm3afle62i|dzobj_i8k183hijk|dzobj_ikluosln6g|dzobj_isub2qufg2|dzobj_iy8tj988jh|dzobj_jmvxopqr3g|dzobj_jny0abksxh|dzobj_jt3vi79n0s|dzobj_ks3eb2cfh3|dzobj_kxaxou5ck7|dzobj_kyc5qo6b2d|dzobj_l035subarh|dzobj_l3ovfpbhpu|dzobj_l859fm6l2u|dzobj_n5aw3gv3zs|dzobj_n8tsuf4vxj|dzobj_nn939xo8a7|dzobj_oh2k9zh9gu|dzobj_ohaw4yejgi|dzobj_pzu5pwo4i3|dzobj_q6peiav1q3|dzobj_q79ytnwp26|dzobj_qvpgdyk6oz|dzobj_r0s79vbs1h|dzobj_rijzt8yntr|dzobj_rnktz5fyap|dzobj_s7unhirk4o|dzobj_sv6guo6sax|dzobj_tgltsihbyn|dzobj_tpj1c2ueyp|dzobj_ure80rilro|dzobj_va26bdti9u|dzobj_vdox8nm8j8|dzobj_vqci4r3avg|dzobj_vsqngc6ujk|dzobj_vynae4nris|dzobj_w0kdn77rz4|dzobj_w190gluen2|dzobj_wbe7is2b7d|dzobj_wchz1qxnt7|dzobj_wku87bgkky|dzobj_yuh9f33hu3|dzobj_zf3nnf9bwk|dzobj_zpn9mvqef4|dzobj_zwukjaqr8y,0,"football, soccer, field, sport, markings"
,dzobj_pif4nnvun5,StaticObj_Platform1_Stairs_Block,-,dz/structures/residential/platforms,Config,,platform1_ramp.p3d|platform1_stairs_30.p3d|platform2_stairs_30_walll.p3d|platform2_stairs_30.p3d|platform1_wall.p3d|platform1_stairs_20.p3d|platform2_block.p3d|platform2_stairs_30_wallr.p3d|platform1_block.p3d|platform1_angle.p3d|platform2_stairs_20.p3d|platform1_stairs_30_walll.p3d|platform2_wall.p3d|platform1_stairs_30_wallr.p3d|platform2_angle.p3d|platform2_enter.p3d,dzobj_3shi0468m8|dzobj_4edslsq28n|dzobj_4mtyh8po6e|dzobj_7n23oky0nt|dzobj_8ro5sdhvji|dzobj_8zp3qpiu2j|dzobj_bs8ro5bjln|dzobj_cw82brg8k9|dzobj_fx0xyy7xuj|dzobj_hys4v16ul6|dzobj_l65xymxxzk|dzobj_mt9ojm1pfb|dzobj_olkcquxgpf|dzobj_rk7nwiop5d|dzobj_yczzisp2it|dzobj_zd3jy3n68p,0,"platform, stairs, block, residential, building, structure, rectangle, small, foundation, construction"
,dzobj_agn0n4uu5d,Land_Village_PoliceStation,,dz/structures/residential/police,Config,,city_policestation.p3d,dzobj_ozevkrz05p,0,"police, station, village, law, pd, police_department, enforcement, small, rural, municipal, jail, office, yellow"
,dzobj_04pytqjolp,StaticObj_Decal_Runway_HoldShort,-,dz/structures/roads/decals,Config,,decal_damage_long1.p3d|decal_manhole3.p3d|decal_concrete_panels.p3d|decal_damage_long2.p3d|decal_damage_small1.p3d|decal_damage_medium2.p3d|decal_crosswalk.p3d|decal_concrete_panels_end1.p3d|decal_damage_long5.p3d|decal_damage_small2.p3d|decal_heli_army.p3d|decal_damage_long3.p3d|decal_manhole2.p3d|decal_damage_medium1.p3d|decal_manhole.p3d|decal_concrete_panels_end2.p3d|decal_damage_long4.p3d,dzobj_0atqy43d8k|dzobj_2apr0872n8|dzobj_3yqhv1iqv5|dzobj_4ak68te7en|dzobj_bdefapyff3|dzobj_c8e2xw8jc8|dzobj_ibg4lm5ya1|dzobj_kd7zc3bdsa|dzobj_l2ltsokn1f|dzobj_m2k3o5k8tw|dzobj_o06s2rwaqz|dzobj_ocy6pcwnxw|dzobj_py8rm0knvb|dzobj_r7rvd0rr4o|dzobj_rvwwj2w8nd|dzobj_y7zrcaoczg|dzobj_zugzn9wff1,0,"decal, runway, hold short, airport, aviation, line, small"
,dzobj_5qepfugwva,StaticObj_Decal_Runway_Line_1x30,-,dz/structures/roads/decals,Config,,decal_damage_long1.p3d|decal_manhole3.p3d|decal_concrete_panels.p3d|decal_damage_long2.p3d|decal_damage_small1.p3d|decal_damage_medium2.p3d|decal_crosswalk.p3d|decal_concrete_panels_end1.p3d|decal_damage_long5.p3d|decal_damage_small2.p3d|decal_heli_army.p3d|decal_damage_long3.p3d|decal_manhole2.p3d|decal_damage_medium1.p3d|decal_manhole.p3d|decal_concrete_panels_end2.p3d|decal_damage_long4.p3d,dzobj_0atqy43d8k|dzobj_2apr0872n8|dzobj_3yqhv1iqv5|dzobj_4ak68te7en|dzobj_bdefapyff3|dzobj_c8e2xw8jc8|dzobj_ibg4lm5ya1|dzobj_kd7zc3bdsa|dzobj_l2ltsokn1f|dzobj_m2k3o5k8tw|dzobj_o06s2rwaqz|dzobj_ocy6pcwnxw|dzobj_py8rm0knvb|dzobj_r7rvd0rr4o|dzobj_rvwwj2w8nd|dzobj_y7zrcaoczg|dzobj_zugzn9wff1,0,"decal, runway, line, strip, airport, aviation, line, medium"
,dzobj_7vkhtwhgpg,StaticObj_Decal_Runway_Line_2x30,-,dz/structures/roads/decals,Config,,decal_damage_long1.p3d|decal_manhole3.p3d|decal_concrete_panels.p3d|decal_damage_long2.p3d|decal_damage_small1.p3d|decal_damage_medium2.p3d|decal_crosswalk.p3d|decal_concrete_panels_end1.p3d|decal_damage_long5.p3d|decal_damage_small2.p3d|decal_heli_army.p3d|decal_damage_long3.p3d|decal_manhole2.p3d|decal_damage_medium1.p3d|decal_manhole.p3d|decal_concrete_panels_end2.p3d|decal_damage_long4.p3d,dzobj_0atqy43d8k|dzobj_2apr0872n8|dzobj_3yqhv1iqv5|dzobj_4ak68te7en|dzobj_bdefapyff3|dzobj_c8e2xw8jc8|dzobj_ibg4lm5ya1|dzobj_kd7zc3bdsa|dzobj_l2ltsokn1f|dzobj_m2k3o5k8tw|dzobj_o06s2rwaqz|dzobj_ocy6pcwnxw|dzobj_py8rm0knvb|dzobj_r7rvd0rr4o|dzobj_rvwwj2w8nd|dzobj_y7zrcaoczg|dzobj_zugzn9wff1,0,"decal, runway, line, strip, airport, aviation, line, large"
,dzobj_vcftgj1vkp,StaticObj_Decal_Runway_Line_6x30,-,dz/structures/roads/decals,Config,,decal_damage_long1.p3d|decal_manhole3.p3d|decal_concrete_panels.p3d|decal_damage_long2.p3d|decal_damage_small1.p3d|decal_damage_medium2.p3d|decal_crosswalk.p3d|decal_concrete_panels_end1.p3d|decal_damage_long5.p3d|decal_damage_small2.p3d|decal_heli_army.p3d|decal_damage_long3.p3d|decal_manhole2.p3d|decal_damage_medium1.p3d|decal_manhole.p3d|decal_concrete_panels_end2.p3d|decal_damage_long4.p3d,dzobj_0atqy43d8k|dzobj_2apr0872n8|dzobj_3yqhv1iqv5|dzobj_4ak68te7en|dzobj_bdefapyff3|dzobj_c8e2xw8jc8|dzobj_ibg4lm5ya1|dzobj_kd7zc3bdsa|dzobj_l2ltsokn1f|dzobj_m2k3o5k8tw|dzobj_o06s2rwaqz|dzobj_ocy6pcwnxw|dzobj_py8rm0knvb|dzobj_r7rvd0rr4o|dzobj_rvwwj2w8nd|dzobj_y7zrcaoczg|dzobj_zugzn9wff1,0,"decal, runway, line, strip, airport, aviation"
,dzobj_41rte6daqn,StaticObj_Decal_Runway_Num0,-,dz/structures/roads/decals,Config,,decal_damage_long1.p3d|decal_manhole3.p3d|decal_concrete_panels.p3d|decal_damage_long2.p3d|decal_damage_small1.p3d|decal_damage_medium2.p3d|decal_crosswalk.p3d|decal_concrete_panels_end1.p3d|decal_damage_long5.p3d|decal_damage_small2.p3d|decal_heli_army.p3d|decal_damage_long3.p3d|decal_manhole2.p3d|decal_damage_medium1.p3d|decal_manhole.p3d|decal_concrete_panels_end2.p3d|decal_damage_long4.p3d,dzobj_0atqy43d8k|dzobj_2apr0872n8|dzobj_3yqhv1iqv5|dzobj_4ak68te7en|dzobj_bdefapyff3|dzobj_c8e2xw8jc8|dzobj_ibg4lm5ya1|dzobj_kd7zc3bdsa|dzobj_l2ltsokn1f|dzobj_m2k3o5k8tw|dzobj_o06s2rwaqz|dzobj_ocy6pcwnxw|dzobj_py8rm0knvb|dzobj_r7rvd0rr4o|dzobj_rvwwj2w8nd|dzobj_y7zrcaoczg|dzobj_zugzn9wff1,0,"decal, runway, number, airport, aviation, 0, zero"
,dzobj_a4a4vafdwt,StaticObj_Decal_Runway_Num1,-,dz/structures/roads/decals,Config,,decal_damage_long1.p3d|decal_manhole3.p3d|decal_concrete_panels.p3d|decal_damage_long2.p3d|decal_damage_small1.p3d|decal_damage_medium2.p3d|decal_crosswalk.p3d|decal_concrete_panels_end1.p3d|decal_damage_long5.p3d|decal_damage_small2.p3d|decal_heli_army.p3d|decal_damage_long3.p3d|decal_manhole2.p3d|decal_damage_medium1.p3d|decal_manhole.p3d|decal_concrete_panels_end2.p3d|decal_damage_long4.p3d,dzobj_0atqy43d8k|dzobj_2apr0872n8|dzobj_3yqhv1iqv5|dzobj_4ak68te7en|dzobj_bdefapyff3|dzobj_c8e2xw8jc8|dzobj_ibg4lm5ya1|dzobj_kd7zc3bdsa|dzobj_l2ltsokn1f|dzobj_m2k3o5k8tw|dzobj_o06s2rwaqz|dzobj_ocy6pcwnxw|dzobj_py8rm0knvb|dzobj_r7rvd0rr4o|dzobj_rvwwj2w8nd|dzobj_y7zrcaoczg|dzobj_zugzn9wff1,0,"decal, runway, number, airport, aviation, 1, one"
,dzobj_cphjciwrd9,StaticObj_Decal_Runway_Num2,-,dz/structures/roads/decals,Config,,decal_damage_long1.p3d|decal_manhole3.p3d|decal_concrete_panels.p3d|decal_damage_long2.p3d|decal_damage_small1.p3d|decal_damage_medium2.p3d|decal_crosswalk.p3d|decal_concrete_panels_end1.p3d|decal_damage_long5.p3d|decal_damage_small2.p3d|decal_heli_army.p3d|decal_damage_long3.p3d|decal_manhole2.p3d|decal_damage_medium1.p3d|decal_manhole.p3d|decal_concrete_panels_end2.p3d|decal_damage_long4.p3d,dzobj_0atqy43d8k|dzobj_2apr0872n8|dzobj_3yqhv1iqv5|dzobj_4ak68te7en|dzobj_bdefapyff3|dzobj_c8e2xw8jc8|dzobj_ibg4lm5ya1|dzobj_kd7zc3bdsa|dzobj_l2ltsokn1f|dzobj_m2k3o5k8tw|dzobj_o06s2rwaqz|dzobj_ocy6pcwnxw|dzobj_py8rm0knvb|dzobj_r7rvd0rr4o|dzobj_rvwwj2w8nd|dzobj_y7zrcaoczg|dzobj_zugzn9wff1,0,"decal, runway, number, airport, aviation, 2, two"
,dzobj_8cp0aac7d3,StaticObj_Decal_Runway_Num3,-,dz/structures/roads/decals,Config,,decal_damage_long1.p3d|decal_manhole3.p3d|decal_concrete_panels.p3d|decal_damage_long2.p3d|decal_damage_small1.p3d|decal_damage_medium2.p3d|decal_crosswalk.p3d|decal_concrete_panels_end1.p3d|decal_damage_long5.p3d|decal_damage_small2.p3d|decal_heli_army.p3d|decal_damage_long3.p3d|decal_manhole2.p3d|decal_damage_medium1.p3d|decal_manhole.p3d|decal_concrete_panels_end2.p3d|decal_damage_long4.p3d,dzobj_0atqy43d8k|dzobj_2apr0872n8|dzobj_3yqhv1iqv5|dzobj_4ak68te7en|dzobj_bdefapyff3|dzobj_c8e2xw8jc8|dzobj_ibg4lm5ya1|dzobj_kd7zc3bdsa|dzobj_l2ltsokn1f|dzobj_m2k3o5k8tw|dzobj_o06s2rwaqz|dzobj_ocy6pcwnxw|dzobj_py8rm0knvb|dzobj_r7rvd0rr4o|dzobj_rvwwj2w8nd|dzobj_y7zrcaoczg|dzobj_zugzn9wff1,0,"decal, runway, number, airport, aviation, 3, three"
,dzobj_ouxnvjycer,StaticObj_Decal_Runway_Num4,-,dz/structures/roads/decals,Config,,decal_damage_long1.p3d|decal_manhole3.p3d|decal_concrete_panels.p3d|decal_damage_long2.p3d|decal_damage_small1.p3d|decal_damage_medium2.p3d|decal_crosswalk.p3d|decal_concrete_panels_end1.p3d|decal_damage_long5.p3d|decal_damage_small2.p3d|decal_heli_army.p3d|decal_damage_long3.p3d|decal_manhole2.p3d|decal_damage_medium1.p3d|decal_manhole.p3d|decal_concrete_panels_end2.p3d|decal_damage_long4.p3d,dzobj_0atqy43d8k|dzobj_2apr0872n8|dzobj_3yqhv1iqv5|dzobj_4ak68te7en|dzobj_bdefapyff3|dzobj_c8e2xw8jc8|dzobj_ibg4lm5ya1|dzobj_kd7zc3bdsa|dzobj_l2ltsokn1f|dzobj_m2k3o5k8tw|dzobj_o06s2rwaqz|dzobj_ocy6pcwnxw|dzobj_py8rm0knvb|dzobj_r7rvd0rr4o|dzobj_rvwwj2w8nd|dzobj_y7zrcaoczg|dzobj_zugzn9wff1,0,"decal, runway, number, airport, aviation, 4, four"
,dzobj_4z1wo7svca,StaticObj_Decal_Runway_Num5,-,dz/structures/roads/decals,Config,,decal_damage_long1.p3d|decal_manhole3.p3d|decal_concrete_panels.p3d|decal_damage_long2.p3d|decal_damage_small1.p3d|decal_damage_medium2.p3d|decal_crosswalk.p3d|decal_concrete_panels_end1.p3d|decal_damage_long5.p3d|decal_damage_small2.p3d|decal_heli_army.p3d|decal_damage_long3.p3d|decal_manhole2.p3d|decal_damage_medium1.p3d|decal_manhole.p3d|decal_concrete_panels_end2.p3d|decal_damage_long4.p3d,dzobj_0atqy43d8k|dzobj_2apr0872n8|dzobj_3yqhv1iqv5|dzobj_4ak68te7en|dzobj_bdefapyff3|dzobj_c8e2xw8jc8|dzobj_ibg4lm5ya1|dzobj_kd7zc3bdsa|dzobj_l2ltsokn1f|dzobj_m2k3o5k8tw|dzobj_o06s2rwaqz|dzobj_ocy6pcwnxw|dzobj_py8rm0knvb|dzobj_r7rvd0rr4o|dzobj_rvwwj2w8nd|dzobj_y7zrcaoczg|dzobj_zugzn9wff1,0,"decal, runway, number, airport, aviation, 5, five"
,dzobj_0huqiegqql,StaticObj_Decal_Runway_Num6,-,dz/structures/roads/decals,Config,,decal_damage_long1.p3d|decal_manhole3.p3d|decal_concrete_panels.p3d|decal_damage_long2.p3d|decal_damage_small1.p3d|decal_damage_medium2.p3d|decal_crosswalk.p3d|decal_concrete_panels_end1.p3d|decal_damage_long5.p3d|decal_damage_small2.p3d|decal_heli_army.p3d|decal_damage_long3.p3d|decal_manhole2.p3d|decal_damage_medium1.p3d|decal_manhole.p3d|decal_concrete_panels_end2.p3d|decal_damage_long4.p3d,dzobj_0atqy43d8k|dzobj_2apr0872n8|dzobj_3yqhv1iqv5|dzobj_4ak68te7en|dzobj_bdefapyff3|dzobj_c8e2xw8jc8|dzobj_ibg4lm5ya1|dzobj_kd7zc3bdsa|dzobj_l2ltsokn1f|dzobj_m2k3o5k8tw|dzobj_o06s2rwaqz|dzobj_ocy6pcwnxw|dzobj_py8rm0knvb|dzobj_r7rvd0rr4o|dzobj_rvwwj2w8nd|dzobj_y7zrcaoczg|dzobj_zugzn9wff1,0,"decal, runway, number, airport, aviation, 6, six"
